"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.809892134E0,-5.335000157E-1,-1.074900031E0,2.925199986E0
3.819892134E0,-4.601999819E-1,-1.237599969E0,3.313299894E0
3.829892134E0,-3.709999844E-2,-1.202499986E0,3.522699833E0
3.839892134E0,1.031999961E-1,-1.251999974E0,3.863199949E0
3.849892134E0,-1.994999945E-1,-1.470299959E0,3.958599806E0
3.859892134E0,-2.489999868E-2,-1.170199990E0,3.739799976E0
3.869892134E0,-9.409999847E-2,-9.394999743E-1,4.256199837E0
3.879892134E0,-5.839999914E-1,-1.284099936E0,4.703799725E0
3.889892134E0,-7.490999699E-1,-2.121899843E0,4.762599945E0
3.899892134E0,-4.129999876E-1,-3.081599951E0,4.103399754E0
3.909892134E0,2.499999851E-2,-3.529699802E0,3.063799858E0
3.919892134E0,-6.268999577E-1,-3.210099936E0,2.636499882E0
3.929892134E0,-2.732499838E0,-2.541599989E0,2.940599918E0
3.939892134E0,-3.157699823E0,-2.412499905E0,2.662799835E0
3.949892134E0,-2.108000040E0,-2.010900021E0,2.216699839E0
3.959892134E0,-1.233399987E0,-1.151999950E0,2.251299858E0
3.969892134E0,-6.121000051E-1,-6.379999965E-2,2.463500023E0
3.979892134E0,-1.093999967E-1,6.705999970E-1,2.108199835E0
3.989892134E0,1.283999979E-1,1.094099998E0,1.420099974E0
3.999892134E0,-5.599999800E-3,1.170699954E0,9.868999720E-1
4.009892134E0,-1.406999975E-1,1.039499998E0,7.981999516E-1
4.019892134E0,-1.289999932E-1,1.326200008E0,3.831000030E-1
4.029892134E0,-1.986999959E-1,1.798499942E0,7.306999564E-1
4.039892134E0,3.959999979E-2,1.576599956E0,2.465999842E0
4.049892134E0,1.278699994E0,1.441499949E0,2.408599854E0
4.059892134E0,1.858799934E0,2.448999882E-1,7.231000066E-1
4.069892134E0,8.813999891E-1,-1.011899948E0,-2.233999968E-1
4.079892134E0,-8.899999857E-1,-1.893700004E0,-1.834999919E-1
4.089892134E0,-1.714399934E0,-2.479599953E0,-2.269999869E-2
4.099892134E0,-1.273499966E0,-2.723399878E0,-7.100000046E-3
4.109892134E0,-3.367999792E-1,-2.567800045E0,4.010999799E-1
4.119892134E0,9.084999561E-1,-2.077399969E0,1.291399956E0
4.129892134E0,2.053499937E0,-1.721399903E0,1.853599906E0
4.139893696E0,2.523000002E0,-1.322700024E0,2.416599989E0
4.149892134E0,2.802299976E0,-1.184000015E0,2.612999916E0
4.159893696E0,2.701299906E0,-1.339100003E0,2.562700033E0
4.169892134E0,2.408299923E0,-1.544799924E0,1.992799997E0
4.179893696E0,2.112499952E0,-1.975600004E0,7.944999933E-1
4.189893696E0,1.617299914E0,-2.344699860E0,-6.398999691E-1
4.199892134E0,1.121199965E0,-2.480700016E0,-2.011299849E0
4.209892134E0,1.044899940E0,-2.232399940E0,-2.888999939E0
4.219892134E0,1.252499938E0,-1.670899987E0,-3.497900009E0
4.229892134E0,1.503399968E0,-1.260299921E0,-3.978999853E0
4.239892134E0,1.503000021E0,-9.820999503E-1,-4.368700027E0
4.249892134E0,1.421000004E0,-9.181999564E-1,-4.428899765E0
4.259892134E0,1.401399970E0,-9.786999822E-1,-4.131799698E0
4.269892134E0,1.334100008E0,-1.045099974E0,-3.710899830E0
4.279892134E0,1.118600011E0,-1.078099966E0,-3.367699862E0
4.289892134E0,8.701999784E-1,-1.082399964E0,-3.024499893E0
4.299892134E0,8.919999599E-1,-9.494999647E-1,-2.623899937E0
4.309892134E0,9.081999660E-1,-6.897000074E-1,-2.164199829E0
4.319892134E0,9.201999903E-1,-4.667999744E-1,-1.864199996E0
4.329892134E0,1.383399963E0,-1.655000001E-1,-1.748600006E0
4.339892134E0,1.653999925E0,1.048000008E-1,-1.524099946E0
4.349892134E0,1.632900000E0,6.459999830E-2,-1.152400017E0
4.359892134E0,1.544799924E0,-1.080999970E-1,-9.987999797E-1
4.369892134E0,1.443099976E0,-2.935000062E-1,-9.095999599E-1
4.379892134E0,1.295899987E0,-4.712999761E-1,-7.196999788E-1
4.389892134E0,9.244999886E-1,-5.149999857E-1,-5.166000128E-1
4.399892134E0,6.396999955E-1,-5.704999566E-1,-4.589999914E-1
4.409892134E0,4.609999955E-1,-7.371999621E-1,-2.599999905E-1
4.419892134E0,1.621999890E-1,-1.026600003E0,-1.819999963E-1
4.429892134E0,0.000000000E0,-1.049799919E0,-4.778999984E-1
4.439892134E0,-2.789999843E-1,-8.500999808E-1,-4.562999904E-1
4.449892134E0,1.213999987E-1,-9.855999947E-1,-9.126999974E-1
4.459892134E0,3.413999975E-1,-9.581999779E-1,-1.052500010E0
4.469892134E0,2.211999893E-1,-8.213999867E-1,-8.678999543E-1
4.479892134E0,-1.143999994E-1,-6.825000048E-1,-5.703999996E-1
4.489892134E0,-3.194999993E-1,-6.255999804E-1,-4.643999934E-1
4.499892134E0,-2.628999949E-1,-5.917999744E-1,-6.085000038E-1
4.509892134E0,-2.193000019E-1,-5.440999866E-1,-6.595999599E-1
4.519892134E0,-3.006999791E-1,-3.797999918E-1,-8.758999705E-1
4.529892134E0,-1.580999941E-1,-8.529999852E-2,-1.144500017E0
4.539892134E0,-2.919999883E-2,2.316000015E-1,-1.129099965E0
4.549892134E0,1.324999928E-1,5.753999949E-1,-1.041199923E0
4.559892134E0,2.703999877E-1,9.363999963E-1,-8.515999913E-1
4.569892134E0,4.162999988E-1,1.141199946E0,-7.272999883E-1
4.579892134E0,4.691999853E-1,1.330799937E0,-6.769999862E-1
4.589892134E0,3.815999925E-1,1.292099953E0,-1.004699945E0
4.599892134E0,1.319999993E-1,1.064299941E0,-1.419999957E0
4.609893696E0,1.999999862E-3,8.986999989E-1,-1.639099956E0
4.619893696E0,-1.123999953E-1,7.403999567E-1,-1.706399918E0
4.629893696E0,-4.510999918E-1,8.396999836E-1,-1.252399921E0
4.639893696E0,-7.563999891E-1,1.015100002E0,-5.051000118E-1
4.649892134E0,-7.580999732E-1,1.089499950E0,1.239999980E-1
4.659892134E0,-7.936999798E-1,1.119599938E0,3.044999838E-1
4.669892134E0,-8.892999887E-1,1.240899920E0,-3.879999742E-2
4.679892134E0,-1.117399931E0,1.581299901E0,-3.384000063E-1
4.689892134E0,-1.213899970E0,1.845699906E0,-3.084000051E-1
4.699892134E0,-1.200299978E0,1.956099987E0,-1.260000020E-1
4.709892134E0,-1.238199949E0,1.919999957E0,1.044999957E-1
4.719893696E0,-1.373299956E0,1.658399940E0,2.273999900E-1
4.729892134E0,-1.471399903E0,1.347199917E0,3.018999994E-1
4.739892134E0,-1.480199933E0,1.027999997E0,3.247999847E-1
4.749892134E0,-1.462199926E0,6.721000075E-1,4.809999764E-1
4.759892134E0,-1.418499947E0,2.996999919E-1,9.264999628E-1
4.769893696E0,-1.476300001E0,-2.709999867E-2,1.509899974E0
4.779892134E0,-1.555899978E0,-4.037999809E-1,2.212100029E0
4.789892134E0,-1.626699924E0,-7.509999871E-1,2.806499958E0
4.799892134E0,-1.638000011E0,-9.465999603E-1,3.222499847E0
4.809892134E0,-1.559899926E0,-1.026600003E0,3.278999805E0
4.819892134E0,-1.401000023E0,-9.663999677E-1,2.943599939E0
4.829892134E0,-1.162899971E0,-8.537999988E-1,2.166599989E0
4.839892134E0,-7.949999571E-1,-7.428999543E-1,1.377399921E0
4.849892134E0,-6.927999854E-1,-6.545999646E-1,6.516000032E-1
4.859892134E0,-8.075000048E-1,-6.680999994E-1,1.181999967E-1
4.869892134E0,-1.062799931E0,-6.351000071E-1,4.979999736E-2
4.879892134E0,-4.967999756E-1,-1.029399991E0,-3.384999931E-1
4.889892134E0,-4.606999755E-1,-1.183699965E0,-6.890999675E-1
4.899892134E0,-6.981999874E-1,-1.213099957E0,-9.860999584E-1
4.909892134E0,-6.692000031E-1,-1.379699945E0,-1.141399980E0
4.919892134E0,-6.008999944E-1,-1.617900014E0,-1.023100019E0
4.929892134E0,-6.778999567E-1,-1.887599945E0,-7.601000071E-1
4.939892134E0,-7.436000109E-1,-2.111700058E0,-4.485999942E-1
4.949892134E0,-7.777999640E-1,-2.191900015E0,-1.671999991E-1
4.959892134E0,-7.231000066E-1,-2.179699898E0,3.879999742E-2
4.969892134E0,-6.861000061E-1,-2.172299862E0,1.193999946E-1
4.979892134E0,-1.003299952E0,-2.050199986E0,4.501999915E-1
4.989892134E0,-5.557000041E-1,-2.175099850E0,-2.260999978E-1
4.999892134E0,-5.940999985E-1,-2.068500042E0,-5.041999817E-1
5.009892134E0,-7.067999840E-1,-1.862999916E0,-5.285999775E-1
5.019892134E0,-4.863999784E-1,-1.754999995E0,-2.110999972E-1
5.029892134E0,2.748999894E-1,-1.641699910E0,-4.648000002E-1
5.039892134E0,-2.012999952E-1,-1.134999990E0,3.579999804E-1
5.049892134E0,2.132999897E-1,-1.230099916E0,-1.172999963E-1
5.059892134E0,2.518000007E-1,-1.160499930E0,-8.949999511E-2
5.069892134E0,2.282999903E-1,-1.120899916E0,-2.665999830E-1
5.079892134E0,1.534999907E-1,-1.150399923E0,-5.604999661E-1
5.089892134E0,4.690000042E-2,-1.121500015E0,-8.538999557E-1
5.099892134E0,-3.399999812E-2,-1.102800012E0,-1.107299924E0
5.109892134E0,-7.919999957E-2,-1.025699973E0,-1.379599929E0
5.119892134E0,-2.950000018E-2,-9.493999481E-1,-1.582000017E0
5.129892134E0,-2.402999997E-1,-7.465999722E-1,-1.498600006E0
5.139892134E0,-2.707999945E-1,-5.544999838E-1,-1.413900018E0
5.149893696E0,-7.039999962E-2,-4.508000016E-1,-1.280099988E0
5.159892134E0,7.509999722E-2,-3.000999987E-1,-9.960999489E-1
5.169893696E0,7.880000025E-2,-1.122999936E-1,-6.596999764E-1
5.179892134E0,1.832999885E-1,1.639000028E-1,-3.334999979E-1
5.189892134E0,2.703000009E-1,4.975999892E-1,-7.339999825E-2
5.199892134E0,5.284999609E-1,7.525999546E-1,7.899999619E-2
5.209892134E0,6.803999543E-1,1.001799941E0,1.133999974E-1
5.219892134E0,6.509000063E-1,1.105899930E0,-1.435000002E-1
5.229892134E0,1.061999947E-1,1.333199978E0,-3.206000030E-1
5.239892134E0,8.718000054E-1,1.021000028E0,-8.736000061E-1
5.249892134E0,1.350199938E0,9.307999611E-1,-8.969999552E-1
5.259892134E0,5.812000036E-1,1.128000021E0,-4.248999953E-1
5.269892134E0,1.241999939E-1,1.191399932E0,9.059999883E-2
5.279892134E0,2.888999879E-1,1.319000006E0,1.165899992E0
5.289892134E0,5.468999743E-1,1.504199982E0,2.017799854E0
5.299892134E0,6.243999600E-1,1.707599998E0,2.019099951E0
5.309892134E0,5.177000165E-1,1.886299968E0,1.460600019E0
5.319892134E0,3.105999827E-1,2.086799860E0,6.338999867E-1
5.329892134E0,2.272000015E-1,2.299399853E0,-1.764999926E-1
5.339892134E0,3.464999795E-1,2.439499855E0,-5.561999679E-1
5.349892134E0,5.001999736E-1,2.406499863E0,-6.275999546E-1
5.359892134E0,5.841999650E-1,2.172600031E0,-2.663999796E-1
5.369892134E0,5.433999896E-1,1.757200003E0,3.414999843E-1
5.379892134E0,3.772999942E-1,1.176499963E0,1.074299932E0
5.389892134E0,2.463999987E-1,5.573999882E-1,1.825199962E0
5.399892134E0,1.394999921E-1,1.609999873E-2,2.449599981E0
5.409892134E0,1.334999949E-1,-3.420999944E-1,2.883299828E0
5.419892134E0,2.879999876E-1,-6.333000064E-1,3.231199980E0
5.429892134E0,5.848000050E-1,-8.605999947E-1,3.449399948E0
5.439892134E0,9.781000018E-1,-9.673999548E-1,3.502799988E0
5.449892134E0,1.350600004E0,-1.137599945E0,3.416999817E0
5.459892134E0,1.663399935E0,-1.284099936E0,3.076599836E0
5.469892134E0,1.870999932E0,-1.396199942E0,2.431399822E0
5.479893696E0,2.007299900E0,-1.485999942E0,1.615499973E0
5.489893696E0,2.047800064E0,-1.542799950E0,6.444999576E-1
5.499892134E0,1.964499950E0,-1.598399997E0,-2.198999971E-1
5.509892134E0,1.695799947E0,-1.695099950E0,-8.840999603E-1
5.519892134E0,1.563699961E0,-1.734399915E0,-1.563199997E0
5.529892134E0,1.003600001E0,-1.534099936E0,-1.465799928E0
5.539892134E0,1.350399971E0,-1.563499928E0,-1.545499921E0
5.549892134E0,1.288599968E0,-1.418499947E0,-1.297899961E0
5.559892134E0,1.059399962E0,-1.271199942E0,-1.211399913E0
5.569892134E0,1.085600019E0,-1.225600004E0,-1.009400010E0
5.579892134E0,1.124599934E0,-1.178900003E0,-7.012000084E-1
5.589892134E0,1.140900016E0,-1.143199921E0,-5.367999673E-1
5.599892134E0,1.146000028E0,-1.040699959E0,-3.775999844E-1
5.609892134E0,1.074100018E0,-1.074199915E0,-3.089999855E-1
5.619892134E0,9.064999819E-1,-1.205299973E0,-2.590000033E-1
5.629892134E0,7.423999906E-1,-1.270999908E0,-8.529999852E-2
5.639892134E0,6.732999682E-1,-1.366299987E0,4.209999740E-2
5.649892134E0,6.301000118E-1,-1.438199997E0,-1.322000027E-1
5.659892134E0,6.751999855E-1,-1.362399936E0,-5.238000154E-1
5.669892134E0,8.179999590E-1,-1.156499982E0,-9.603999853E-1
5.679892134E0,1.010999918E0,-8.752999902E-1,-1.314099908E0
5.689892134E0,1.116400003E0,-7.631999850E-1,-1.604499936E0
5.699892134E0,1.069999933E0,-7.710999846E-1,-1.794099927E0
5.709892134E0,9.497999549E-1,-9.174000025E-1,-1.825699925E0
5.719892134E0,8.388999701E-1,-1.011099935E0,-1.786399961E0
5.729892134E0,7.872999907E-1,-8.776999712E-1,-1.603399992E0
5.739892134E0,8.177999854E-1,-6.353999972E-1,-1.461199999E0
5.749892134E0,8.331999779E-1,-4.439999759E-1,-1.560199976E0
5.759892134E0,7.208999991E-1,-3.233000040E-1,-1.752499938E0
5.769892134E0,5.527999997E-1,-2.158999890E-1,-1.760299921E0
5.779892134E0,4.553999901E-1,-5.889999866E-2,-1.787999988E0
5.789892134E0,5.105999708E-1,2.631999850E-1,-1.890399933E0
5.799892134E0,5.611999631E-1,7.313999534E-1,-2.146600008E0
5.809892134E0,5.976999998E-1,1.113600016E0,-2.534999847E0
5.819892134E0,5.393999815E-1,1.207199931E0,-2.864500046E0
5.829892134E0,4.777999818E-1,1.200099945E0,-2.749799967E0
5.839892134E0,4.574999809E-1,1.262899995E0,-2.138099909E0
5.849892134E0,3.163999915E-1,1.369599938E0,-1.262599945E0
5.859892134E0,1.656999886E-1,1.399099946E0,-4.784999788E-1
5.869892134E0,1.489999983E-2,1.368799925E0,2.687000036E-1
5.879892134E0,-1.859000027E-1,1.199100018E0,7.267999649E-1
5.889892134E0,-5.109999776E-1,1.141499996E0,1.286599994E0
5.899892134E0,-6.723999977E-1,1.191599965E0,1.945299983E0
5.909892134E0,-8.774999976E-1,1.290499926E0,2.206899881E0
5.919892134E0,-1.029199958E0,1.416700006E0,1.621500015E0
5.929892134E0,-1.205199957E0,1.479300022E0,6.566999555E-1
5.939892134E0,-1.412899971E0,1.534699917E0,-6.790000200E-2
5.949892134E0,-1.586599946E0,1.622399926E0,-4.984999895E-1
5.959892134E0,-1.671700001E0,1.701200008E0,-4.680999815E-1
5.969892134E0,-1.584399939E0,1.550499916E0,-1.691000015E-1
5.979892134E0,-1.527999997E0,1.053499937E0,-2.299999893E-1
5.989892134E0,-1.427999973E0,3.418999910E-1,-8.111999631E-1
5.999892134E0,-1.367799997E0,-2.395999879E-1,-1.525799990E0
6.009892134E0,-1.290199995E0,-5.666999817E-1,-1.444399953E0
6.019892134E0,-1.070899963E0,-7.249000072E-1,-2.317999899E-1
6.029892134E0,-7.400999665E-1,-7.762999535E-1,1.128799915E0
6.039892134E0,-2.690999806E-1,-5.999000072E-1,2.187599897E0
6.049892134E0,2.926000059E-1,-3.252999783E-1,2.559000015E0
6.059892134E0,7.894999981E-1,2.579999901E-2,2.279599905E0
6.069892134E0,1.019799948E0,2.859999835E-1,1.714800000E0
6.079892134E0,1.003099918E0,3.981999755E-1,1.036100030E0
6.089892134E0,9.132999778E-1,4.880999923E-1,4.937999845E-1
6.099892134E0,8.557999730E-1,5.292999744E-1,2.356999964E-1
6.109892134E0,7.879999876E-1,4.227999747E-1,3.328000009E-1
6.119892134E0,6.902999878E-1,1.814000010E-1,4.810999930E-1
6.129892134E0,5.669000149E-1,-1.472999901E-1,5.873999596E-1
6.139892134E0,4.746999741E-1,-4.263999760E-1,7.698000073E-1
6.149892134E0,4.734999835E-1,-7.335000038E-1,9.182999730E-1
6.159892134E0,3.805999756E-1,-9.727999568E-1,7.756999731E-1
6.169893696E0,2.338999957E-1,-1.056200027E0,9.802999496E-1
6.179893696E0,2.254000008E-1,-1.139500022E0,1.253199935E0
6.189892134E0,1.966999918E-1,-1.175499916E0,1.169999957E0
6.199892134E0,1.697999984E-1,-1.145099998E0,7.123000026E-1
6.209892134E0,1.284999996E-1,-1.094699979E0,3.769999743E-2
6.219892134E0,4.600000009E-2,-1.137699962E0,-6.563999653E-1
6.229892134E0,-3.920000046E-2,-1.205199957E0,-1.005999923E0
6.239892134E0,-4.559999704E-2,-1.234200001E0,-8.325999975E-1
6.249892134E0,-1.999999862E-3,-1.322199941E0,-7.268999815E-1
6.259892134E0,8.500000089E-2,-1.398100019E0,-8.062999845E-1
6.269892134E0,1.456999928E-1,-1.493199944E0,-8.284999728E-1
6.279892134E0,1.206999943E-1,-1.616299987E0,-7.781999707E-1
6.289892134E0,4.109999910E-2,-1.760299921E0,-8.403999805E-1
6.299892134E0,-8.540000021E-2,-1.903999925E0,-1.050599933E0
6.309892134E0,-2.680999935E-1,-1.969799995E0,-1.150799990E0
6.319892134E0,-4.448999763E-1,-2.043400049E0,-1.248700023E0
6.329892134E0,-5.666999817E-1,-1.939700007E0,-1.320099950E0
6.339892134E0,-5.187000036E-1,-1.678399920E0,-1.285699964E0
6.349892134E0,-4.267999828E-1,-1.328099966E0,-1.312799931E0
6.359892134E0,-3.030999899E-1,-1.018299937E0,-1.146999955E0
6.369892134E0,-2.762999833E-1,-8.087999821E-1,-1.009500027E0
6.379892134E0,-1.912999898E-1,-5.701000094E-1,-8.998999596E-1
6.389892134E0,-2.699999837E-3,-1.064999998E-1,-7.267000079E-1
6.399892134E0,2.122999877E-1,4.934999943E-1,-7.937999964E-1
6.409892134E0,2.910999954E-1,8.671000004E-1,-1.120399952E0
6.419892134E0,2.461999953E-1,1.034299970E0,-1.335999966E0
6.429892134E0,2.486999929E-1,1.105700016E0,-1.307699919E0
6.439892134E0,2.511000037E-1,1.225600004E0,-1.216899991E0
6.449892134E0,2.842999995E-1,1.296499968E0,-1.086699963E0
6.459892134E0,3.050999939E-1,1.310999990E0,-8.619999886E-1
6.469892134E0,2.617000043E-1,1.297099948E0,-6.037999988E-1
6.479892134E0,1.339000016E-1,1.245599985E0,-2.469999939E-1
6.489892134E0,-1.081999987E-1,1.183699965E0,1.507999897E-1
6.499892134E0,-4.980999827E-1,1.221099973E0,6.897999644E-1
6.509892134E0,-7.328999639E-1,1.247699976E0,9.796999693E-1
6.519892134E0,-8.855999708E-1,1.301299930E0,6.567999721E-1
6.529892134E0,-8.704999685E-1,1.491899967E0,2.215999961E-1
6.539892134E0,-7.105999589E-1,1.828599930E0,-4.690000042E-2
6.549892134E0,-2.902999818E-1,2.234999895E0,-3.770999908E-1
6.559892134E0,2.806999981E-1,2.551800013E0,-8.488000035E-1
6.569892134E0,8.578999639E-1,2.730900049E0,-1.219499946E0
6.579892134E0,1.407899976E0,2.755300045E0,-1.184099913E0
6.589892134E0,1.914999962E0,2.683300018E0,-9.041000009E-1
6.599892134E0,2.295899868E0,2.397099972E0,-4.235999882E-1
6.609892134E0,2.602900028E0,1.936100006E0,4.102999866E-1
6.619892134E0,2.358199835E0,1.348699927E0,1.294899940E0
6.629892134E0,2.085899830E0,6.441000104E-1,2.160799980E0
6.639892134E0,1.768799901E0,5.749999732E-2,2.741499901E0
6.649892134E0,1.495700002E0,-5.586999655E-1,2.896999836E0
6.659892134E0,1.121999979E0,-1.156899929E0,2.790499926E0
6.669892134E0,7.784999609E-1,-1.717099905E0,2.536099911E0
6.679892134E0,5.133000016E-1,-2.101199865E0,2.182100058E0
6.689892134E0,3.581999838E-1,-2.338799953E0,1.596799970E0
6.699892134E0,2.751999795E-1,-2.350600004E0,9.726999998E-1
6.709892134E0,2.154999971E-1,-2.243799925E0,3.947999775E-1
6.719892134E0,1.726000011E-1,-2.047699928E0,-1.592999995E-1
6.729892134E0,1.718000025E-1,-1.742599964E0,-6.207999587E-1
6.739892134E0,1.674000025E-1,-1.416700006E0,-9.322999716E-1
6.749892134E0,6.179999933E-2,-1.158800006E0,-1.069199920E0
6.759892134E0,-6.099999882E-3,-1.036599994E0,-8.537999988E-1
6.769892134E0,-2.759999968E-2,-1.088799953E0,-3.454000056E-1
6.779892134E0,2.809999883E-2,-1.123399973E0,1.757999957E-1
6.789892134E0,1.283999979E-1,-1.135800004E0,5.467000008E-1
6.799892134E0,2.770999968E-1,-1.120100021E0,8.581999540E-1
6.809892134E0,4.060999751E-1,-1.203299999E0,9.784999490E-1
6.819892134E0,4.285999835E-1,-1.336699963E0,6.640999913E-1
6.829892134E0,4.833999872E-1,-1.452099919E0,1.821999997E-1
6.839951509E0,5.681999922E-1,-1.489399910E0,-1.608999968E-1
6.849892134E0,5.868999958E-1,-1.546599984E0,-4.544000030E-1
6.859892134E0,6.193000078E-1,-1.633700013E0,-6.283000112E-1
6.869892134E0,6.265999675E-1,-1.710999966E0,-9.211999774E-1
6.879892134E0,5.796999931E-1,-1.787999988E0,-1.246199965E0
6.889892134E0,5.436999798E-1,-1.855099916E0,-1.454699993E0
6.899892134E0,4.851999879E-1,-1.940400004E0,-1.534699917E0
6.909892134E0,3.716000021E-1,-2.024499893E0,-1.513799906E0
6.919892134E0,2.259999961E-1,-2.007699966E0,-1.331599951E0
6.929892134E0,1.631999910E-1,-1.873099923E0,-1.137599945E0
6.939892134E0,1.079999954E-1,-1.679099917E0,-1.170599937E0
6.949892134E0,4.509999976E-2,-1.388700008E0,-1.379099965E0
6.959892134E0,3.999999899E-4,-1.077799916E0,-1.551899910E0
6.969892134E0,1.939999871E-2,-6.879999638E-1,-1.480000019E0
6.979892134E0,9.869999439E-2,-3.210999966E-1,-1.371299982E0
6.989892134E0,8.449999988E-2,-2.239999920E-2,-1.342299938E0
6.999892134E0,1.841999888E-1,3.429999948E-1,-1.215899944E0
7.009892134E0,2.115999907E-1,6.096000075E-1,-8.592999578E-1
7.019892134E0,2.760999799E-1,7.771999836E-1,-2.822999954E-1
7.029892134E0,3.619999886E-1,8.849999905E-1,2.885999978E-1
7.039892134E0,4.451999962E-1,1.031099916E0,6.687999964E-1
7.049892134E0,5.465999842E-1,1.175799966E0,8.394999504E-1
7.059892134E0,5.751999617E-1,1.388999939E0,9.611999989E-1
7.069892134E0,6.078999639E-1,1.582199931E0,9.366999865E-1
7.079892134E0,4.891999960E-1,1.765399933E0,1.059499979E0
7.089892134E0,3.061999977E-1,1.850799918E0,1.268299937E0
7.099892134E0,3.029999882E-2,2.013099909E0,1.424899936E0
7.109892134E0,-1.834999919E-1,2.056200027E0,1.097700000E0
7.119892134E0,-3.344999850E-1,2.125499964E0,4.527999759E-1
7.129892134E0,-4.601999819E-1,2.283099890E0,-1.119999960E-1
7.139892134E0,-5.202000141E-1,2.478999853E0,-4.250999987E-1
7.149892134E0,-5.435000062E-1,2.477799892E0,-9.177999496E-1
7.159892134E0,-5.101999640E-1,2.272599936E0,-1.526099920E0
7.169893696E0,-3.990999758E-1,2.004600048E0,-1.836199999E0
7.179893696E0,-2.320999950E-1,1.781599998E0,-2.029000044E0
7.189892134E0,-5.749999732E-2,1.597099900E0,-1.696900010E0
7.199892134E0,1.271999925E-1,1.299399972E0,-9.097999930E-1
7.209892134E0,1.976999938E-1,8.867999911E-1,3.559999913E-2
7.219892134E0,8.720000088E-2,5.354999900E-1,9.154999852E-1
7.229892134E0,-2.644999921E-1,2.639999986E-1,1.502399921E0
7.239892134E0,-7.146999836E-1,4.699999932E-3,1.642199993E0
7.249892134E0,-1.256699920E0,-2.536000013E-1,1.629299998E0
7.259892134E0,-1.612800002E0,-4.412999749E-1,1.546100020E0
7.269892134E0,-1.895799994E0,-6.891999841E-1,1.268000007E0
7.279892134E0,-2.141000032E0,-9.083999991E-1,9.162999988E-1
7.289892134E0,-2.248100042E0,-1.227599978E0,5.676000118E-1
7.299892134E0,-2.326299906E0,-1.644899964E0,2.585999966E-1
7.309892134E0,-2.246099949E0,-1.974999905E0,-2.439999953E-2
7.319892134E0,-2.029000044E0,-2.128200054E0,-9.200000018E-2
7.329892134E0,-1.666099906E0,-2.213099957E0,3.032999933E-1
7.339892134E0,-1.292799950E0,-2.199199915E0,1.010299921E0
7.349892134E0,-8.970999718E-1,-2.027899981E0,1.607699990E0
7.359892134E0,-5.185999870E-1,-1.759400010E0,1.778299928E0
7.369892134E0,-2.897000015E-1,-1.440500021E0,1.541999936E0
7.379892134E0,-1.446999907E-1,-1.182699919E0,1.001600027E0
7.389892134E0,-5.449999869E-2,-1.051499963E0,4.093999863E-1
7.399892134E0,-5.279999971E-2,-9.897999763E-1,-2.093999982E-1
7.409892134E0,-8.590000123E-2,-9.771999717E-1,-6.915000081E-1
7.419892134E0,-1.061999947E-1,-1.003700018E0,-1.007300019E0
7.429892134E0,-1.131999940E-1,-1.099499941E0,-9.381999969E-1
7.439892134E0,-1.013999954E-1,-1.234300017E0,-6.741999984E-1
7.449892134E0,-1.277000010E-1,-1.447899938E0,-3.980999887E-1
7.459892134E0,-1.341999918E-1,-1.613099933E0,-1.393999904E-1
7.469892134E0,-6.989999861E-2,-1.710500002E0,-6.329999864E-2
7.479892134E0,-8.249999583E-2,-1.710099936E0,-2.213999927E-1
7.489892134E0,-3.419999778E-2,-1.611899972E0,-5.654000044E-1
7.499892134E0,-1.349999942E-2,-1.454599977E0,-8.905999660E-1
7.509892134E0,-9.759999812E-2,-1.395200014E0,-1.109699965E0
